Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Payment/a_Login""))",Chrome 131.0.0.0,,,07-12-2024 09:21:13,07-12-2024 09:21:19,5.682s,PASSED
"setText(findTestObject(""Payment/input_Email Address""), email_address)",Chrome 131.0.0.0,,,07-12-2024 09:21:19,07-12-2024 09:21:20,1.105s,PASSED
"setText(findTestObject(""Payment/input_Password""), password)",Chrome 131.0.0.0,,,07-12-2024 09:21:20,07-12-2024 09:21:21,0.747s,PASSED
"click(findTestObject(""Payment/btn_Login""))",Chrome 131.0.0.0,,,07-12-2024 09:21:21,07-12-2024 09:21:29,8.175s,PASSED
clickProductByIndex(8),Chrome 131.0.0.0,,,07-12-2024 09:21:29,07-12-2024 09:21:29,0.001s,PASSED
dynamicProduct = new com.kms.katalon.core.testobject.TestObject(),Chrome 131.0.0.0,,,07-12-2024 09:21:29,07-12-2024 09:21:29,0.000s,PASSED
"xpath = ""(//a[contains(text(),'Product Details')])["" + index + ""]""",Chrome 131.0.0.0,,,07-12-2024 09:21:29,07-12-2024 09:21:29,0.001s,PASSED
"dynamicProduct.addProperty(""xpath"", EQUALS, xpath)",Chrome 131.0.0.0,,,07-12-2024 09:21:29,07-12-2024 09:21:29,0.001s,PASSED
click(dynamicProduct),Chrome 131.0.0.0,,,07-12-2024 09:21:29,07-12-2024 09:21:35,5.471s,PASSED
"click(findTestObject(""Payment/btn_Add to cart""))",Chrome 131.0.0.0,,,07-12-2024 09:21:35,07-12-2024 09:21:42,7.981s,PASSED
"click(findTestObject(""Payment/a_Home""))",Chrome 131.0.0.0,,,07-12-2024 09:21:42,07-12-2024 09:21:49,6.373s,PASSED
"click(findTestObject(""Payment/a_Cart""))",Chrome 131.0.0.0,,,07-12-2024 09:21:49,07-12-2024 09:21:54,5.474s,PASSED
"click(findTestObject(""Payment/a_Proceed to Checkout""))",Chrome 131.0.0.0,,,07-12-2024 09:21:54,07-12-2024 09:22:01,6.259s,PASSED
"click(findTestObject(""Payment/btn_Payment Section_Paypal""))",Chrome 131.0.0.0,,,07-12-2024 09:22:01,07-12-2024 09:22:01,0.742s,PASSED
delay(5),Chrome 131.0.0.0,,,07-12-2024 09:22:01,07-12-2024 09:22:06,5.015s,PASSED
driver = getWebDriver(),Chrome 131.0.0.0,,,07-12-2024 09:22:06,07-12-2024 09:22:06,0.002s,PASSED
windowHandles = driver.getWindowHandles(),Chrome 131.0.0.0,,,07-12-2024 09:22:06,07-12-2024 09:22:06,0.022s,PASSED
switchTo().window(windowHandles.toArray()[1]),Chrome 131.0.0.0,,,07-12-2024 09:22:06,07-12-2024 09:22:06,0.063s,PASSED
currentUrl = getUrl(),Chrome 131.0.0.0,,,07-12-2024 09:22:06,07-12-2024 09:22:09,2.377s,PASSED
"println(""URL của PayPal: "" + currentUrl)",Chrome 131.0.0.0,,,07-12-2024 09:22:09,07-12-2024 09:22:09,0.003s,PASSED
"verifyMatch(currentUrl, "".*sandbox.paypal.com.*"", true)",Chrome 131.0.0.0,,,07-12-2024 09:22:09,07-12-2024 09:22:09,0.004s,PASSED
"verifyMatch(currentUrl, "".*return=payment_success.php.*"", true)",Chrome 131.0.0.0,,,07-12-2024 09:22:09,07-12-2024 09:22:09,0.003s,PASSED
Start listener action : sampleAfterTestCase,Chrome 131.0.0.0,,,07-12-2024 09:22:09,07-12-2024 09:22:09,0.002s,PASSED
,,,,,,,
Test Cases/Payment/PM_Check the operation of the QR MoMo Payment button,Chrome 131.0.0.0,Check the “MoMo QR Payment” button redirects to the MoMo QR code payment page,,07-12-2024 09:22:09,07-12-2024 09:23:36,1m - 26.912s,PASSED
openBrowser(url),Chrome 131.0.0.0,,,07-12-2024 09:22:09,07-12-2024 09:22:40,30.770s,PASSED
"click(findTestObject(""Payment/a_Login""))",Chrome 131.0.0.0,,,07-12-2024 09:22:40,07-12-2024 09:22:47,6.878s,PASSED
"setText(findTestObject(""Payment/input_Email Address""), email_address)",Chrome 131.0.0.0,,,07-12-2024 09:22:47,07-12-2024 09:22:48,1.100s,PASSED
"setText(findTestObject(""Payment/input_Password""), password)",Chrome 131.0.0.0,,,07-12-2024 09:22:48,07-12-2024 09:22:49,0.839s,PASSED
"click(findTestObject(""Payment/btn_Login""))",Chrome 131.0.0.0,,,07-12-2024 09:22:49,07-12-2024 09:22:57,8.005s,PASSED
clickProductByIndex(7),Chrome 131.0.0.0,,,07-12-2024 09:22:57,07-12-2024 09:22:57,0.000s,PASSED
dynamicProduct = new com.kms.katalon.core.testobject.TestObject(),Chrome 131.0.0.0,,,07-12-2024 09:22:57,07-12-2024 09:22:57,0.008s,PASSED
"xpath = ""(//a[contains(text(),'Product Details')])["" + index + ""]""",Chrome 131.0.0.0,,,07-12-2024 09:22:57,07-12-2024 09:22:57,0.001s,PASSED
"dynamicProduct.addProperty(""xpath"", EQUALS, xpath)",Chrome 131.0.0.0,,,07-12-2024 09:22:57,07-12-2024 09:22:57,0.000s,PASSED
click(dynamicProduct),Chrome 131.0.0.0,,,07-12-2024 09:22:57,07-12-2024 09:23:02,5.742s,PASSED
"click(findTestObject(""Payment/btn_Add to cart""))",Chrome 131.0.0.0,,,07-12-2024 09:23:02,07-12-2024 09:23:10,7.886s,PASSED
"click(findTestObject(""Payment/a_Home""))",Chrome 131.0.0.0,,,07-12-2024 09:23:10,07-12-2024 09:23:17,6.884s,PASSED
"click(findTestObject(""Payment/a_Cart""))",Chrome 131.0.0.0,,,07-12-2024 09:23:17,07-12-2024 09:23:23,5.581s,PASSED
"click(findTestObject(""Payment/a_Proceed to Checkout""))",Chrome 131.0.0.0,,,07-12-2024 09:23:23,07-12-2024 09:23:29,6.121s,PASSED
"click(findTestObject(""Payment/btn_Payment Section_MoMo""))",Chrome 131.0.0.0,,,07-12-2024 09:23:29,07-12-2024 09:23:30,0.839s,PASSED
delay(5),Chrome 131.0.0.0,,,07-12-2024 09:23:30,07-12-2024 09:23:35,5.012s,PASSED
driver = getWebDriver(),Chrome 131.0.0.0,,,07-12-2024 09:23:35,07-12-2024 09:23:35,0.003s,PASSED
windowHandles = driver.getWindowHandles(),Chrome 131.0.0.0,,,07-12-2024 09:23:35,07-12-2024 09:23:35,0.019s,PASSED
switchTo().window(windowHandles.toArray()[1]),Chrome 131.0.0.0,,,07-12-2024 09:23:35,07-12-2024 09:23:35,0.007s,PASSED
currentUrl = getUrl(),Chrome 131.0.0.0,,,07-12-2024 09:23:35,07-12-2024 09:23:36,1.063s,PASSED
"println(""URL của PayPal: "" + currentUrl)",Chrome 131.0.0.0,,,07-12-2024 09:23:36,07-12-2024 09:23:36,0.001s,PASSED
"currentUrl.contains(""test-payment.momo.vn"")",Chrome 131.0.0.0,,,07-12-2024 09:23:36,07-12-2024 09:23:36,0.000s,PASSED
Start listener action : sampleAfterTestCase,Chrome 131.0.0.0,,,07-12-2024 09:23:36,07-12-2024 09:23:36,0.003s,PASSED
